url,title,company,location,salary,skills,description
https://internshala.com/internship/detail/field-engineerdet-apprentice-internship-in-amroha-at-jio1752571722,Field Engineer_DET - Apprentice - Internship,Field Engineer_DET - Apprentice Jio,Field Engineer_DET - Apprentice Internship in Amroha at Jio,Competitive stipend,['Jobs by Skill'],"Jio apprenticeship program is a fixed term structured learning initiative that provides aspiring, young, and energetic individuals with the opportunity to work and learn with a designated team at Jio and gain practical skills and knowledge in a specific trade or function. Through this immersive learning journey, apprentices acquire valuable hands-on experience and guidance, enabling them to develop the necessary expertise in their chosen field. In Addition to the technical proficiency, the apprentices learn valuable workplace skills and build professional networks, setting a solid foundation for their future careers. The program also aims to develop digital orientation and create future ready talent that would help India on its journey of Digital transformation. About the internship Selected intern's day-to-day responsibilities: 1. Handle customer calls and provide resolutions in coordination with L2 Engineers. 2. Monitor network and service touchpoints within the assigned area through NOC systems. 3. Track dashboards and performance KPIs. 4. Raise alerts within the team for any threshold-crossing events. 5. Monitor trouble ticket alerts and address basic L1 issues. 6. Coordinate with the circle team for fibre, utility, and related concerns. 7. Ensure timely resolution of customer problems as per TAT and SLA guidelines. 8. Maintain MIS reports and conduct analysis to support troubleshooting and improve NOC operations. Skill(s) required Computer skills Customer Support Microprocessor MIS Risk Assessment Technical Analysis Technical Support Troubleshooting Earn certifications in these skills Learn MS-Excel Learn VLSI Learn Cloud Computing Learn Embedded Systems Learn Business Communication Learn Git & Github Who can apply Only those candidates can apply who: 1. are available for full time (in-office) internship 2. have relevant skills and interests Other requirements 1. Education: Diploma in Engineering or related field. 2. Experience: 0 to 2 years; freshers are welcome. 3. Basic understanding of microprocessor and digital communication systems. 4. Knowledge of radio communication systems. 5. Strong computer and instrumentation skills. 6. Good communication and soft skills. Editor’s note Information above is Internshala's interpretation and paraphrasing of what we found on the shared link. Apply now Additional Questions × Close Sign up to continue Sign up/ Login with Google Sign up with Email OR Email Password First Name Last Name Sign up By signing up, you agree to our Terms and Conditions . Already registered? Login Sign up to continue Sign up/ Login with Google Sign up with Email OR Email Password First Name Last Name Sign up By signing up, you agree to our Terms and Conditions . Already registered? Login"
https://internshala.com/internships/work-from-home-internships,2700 Work From Home Internships,Public Relations Pawzz Actively hiring,Location,Salary,['Jobs by Skill'],Work From Home Internships: Explore 2700 Remote Internships for Students
https://internshala.com/internship/detail/work-from-home-edtech-customer-support-and-operations-internship-at-transweb-global-incorporation1755491649,EdTech Customer Support And Operations - Internship,EdTech Customer Support And Operations TransWeb Global Incorporation,EdTech Customer Support And Operations Work From Home Internship at TransWeb Global,"₹ 7,000 /month",['Jobs by Skill'],"About the work from home job/internship Selected intern's day-to-day responsibilities include: 1. Respond to customer inquiries through chat, calls, and emails, providing prompt and professional assistance 2. Generate quotations, assist with payments, and ensure smooth order processing 3. Assign orders to tutors, ensuring timely and quality delivery 4. Handle revisions promptly and manage dispute cases while maintaining high customer service standards 5. Follow up on daily hot leads through calls and messages during shifts Skill(s) required English Proficiency (Spoken) English Proficiency (Written) MS-Excel MS-Office MS-Word Earn certifications in these skills Learn Business Communication Learn MS-Excel Learn Digital Marketing Learn Business Analytics Who can apply Only those candidates can apply who: 1. are available for the work from home job/internship 2. can start the work from home job/internship between 18th Aug'25 and 22nd Sep'25 3. are available for duration of 6 months 4. have relevant skills and interests * Women wanting to start/restart their career can also apply. Other requirements 1. Should have a Windows laptop with a WiFi connection Perks Certificate Number of openings 2 About TransWeb Global Incorporation Website TransWeb Global Incorporation is an education technology company that connects 2 million students with more than 3000 experts in 150 countries through a diversified service portfolio. Currently, it's a market leader in the online education space and is working on a project to make high-quality education accessible and affordable to every student on Earth. Activity on Internshala Hiring since August 2017 343 opportunities posted 123 candidates hired Apply now Additional Questions × Close Sign up to continue Sign up/ Login with Google Sign up with Email OR Email Password First Name Last Name Sign up By signing up, you agree to our Terms and Conditions . Already registered? Login Sign up to continue Sign up/ Login with Google Sign up with Email OR Email Password First Name Last Name Sign up By signing up, you agree to our Terms and Conditions . Already registered? Login"
https://internshala.com/internship/detail/jio-home-service-internship-in-giridih-at-jio1753955839,Jio Home Service - Internship,Jio Home Service Jio,Jio Home Service Internship in Giridih at Jio,Competitive stipend,['Jobs by Skill'],"About the internship Selected intern's day-to-day responsibilities: 1. Assist the Premise Connect team in delivering JioFiber and AirFiber services. 2. Get hands-on experience with fiber installation alongside experienced technicians. 3. Build skills in customer service, material management, and upselling. 4. Learn technical processes like crimping, connectorization, splicing, and cabling. 5. Understand and follow industry-standard safety procedures. 6. Participate in both classroom training and on-the-job learning modules. Skill(s) required Client Interaction Computer skills Customer Support Effective Communication Technical Support Earn certifications in these skills Learn Effective Communication Learn MS-Excel Learn VLSI Learn Business Communication Who can apply Only those candidates can apply who: 1. are available for full time (in-office) internship 2. have relevant skills and interests Other requirements 1. Educational background: ITI-qualified candidates. 2. Freshers are eligible to apply. 3. Should have technical orientation, an interest in fieldwork, and a strong willingness to learn. 4. Must be customer-oriented and able to speak the local language. Number of openings 1 Editor’s note Information above is Internshala's interpretation and paraphrasing of what we found on the shared link. Apply now Additional Questions × Close Sign up to continue Sign up/ Login with Google Sign up with Email OR Email Password First Name Last Name Sign up By signing up, you agree to our Terms and Conditions . Already registered? Login Sign up to continue Sign up/ Login with Google Sign up with Email OR Email Password First Name Last Name Sign up By signing up, you agree to our Terms and Conditions . Already registered? Login"
https://internshala.com/internship/detail/office-associate-internship-in-kolkata-at-itc-limited1754587558,Office Associate - Internship,Office Associate ITC Limited,Office Associate Internship in Kolkata at ITC Limited,Competitive stipend,['Jobs by Skill'],"About the internship Selected intern's day-to-day responsibilities include: 1. Maintain statutory records and registers as per Companies Act 2. Manage and track agreement-related documentation 3. Handle e-filing and documents via MCA portal 4. Maintain organized filing systems (digital and physical) 5. Provide administrative support to the team 6. Ensure accurate document handling and record-keeping 7. Support compliance and regulatory documentation tasks 8. Coordinate with internal stakeholders for record updates Skill(s) required Document Management Effective Communication MS-Office Statutory compliances Earn certifications in these skills Learn Effective Communication Learn MS-Excel Learn Business Communication Learn Stock Market Trading Learn Business Analytics Learn Tally Learn Personal Finance Who can apply Only those candidates can apply who: 1. are available for full time (in-office) internship 2. are available for duration of 6 months 3. have relevant skills and interests Other requirements - Bachelor’s in Commerce, Business Administration, or related field - Proficiency in MS Office - Familiarity with MCA portal and compliance tools preferred - Strong organizational and communication skills Number of openings 1 Editor’s note Information above is Internshala's interpretation and paraphrasing of what we found on the shared link. About ITC Limited Website ITC is one of India's foremost private sector companies and a diversified conglomerate with businesses spanning Fast Moving Consumer Goods, Paperboards and Packaging, Agri Business and Information Technology. The Company is acknowledged as one of India's most valuable business corporations with a Gross Revenue of ₹ 73,465 crores and EBITDA of ₹ 24,025 crores (as on 31.03.2025). ITC was ranked as India's most admired company, according to a survey conducted by Fortune India, in association with Hay Group. Apply now Additional Questions × Close Sign up to continue Sign up/ Login with Google Sign up with Email OR Email Password First Name Last Name Sign up By signing up, you agree to our Terms and Conditions . Already registered? Login Sign up to continue Sign up/ Login with Google Sign up with Email OR Email Password First Name Last Name Sign up By signing up, you agree to our Terms and Conditions . Already registered? Login"
https://internshala.com/internship/detail/jio-home-service-intern-internship-in-kolkata-at-jio1754859829,Jio Home Service Intern - Internship,Jio Home Service Intern Jio,Jio Home Service Intern Internship in Kolkata at Jio,Competitive stipend,['Jobs by Skill'],"About the internship Selected intern's day-to-day responsibilities include: 1. Work with the Premise Connect team to provide JioFiber and Airfiber services to customers. 2. Assist experienced technicians in fiber installation activities. 3. Deliver customer service while managing materials and promoting additional services. 4. Perform crimping and connectorization tasks accurately. 5. Carry out splicing and cabling work as per technical guidelines. 6. Follow industry-best safety procedures and processes at all times. 7. Participate in both classroom and on-the-job training sessions to build technical skills. Skill(s) required Customer Support Earn certifications in these skills Learn Business Communication Who can apply Only those candidates can apply who: 1. are available for full time (in-office) internship 2. have relevant skills and interests Other requirements - ITI qualification in a relevant trade. - Ability to speak the local language fluently. - Strong technical orientation and willingness to work in field jobs. - Quick learner with good adaptability to changing work situations. - Customer-oriented mindset with problem-solving ability. - Fresher candidates can apply. Number of openings 1 Editor’s note Information above is Internshala's interpretation and paraphrasing of what we found on the shared link. Apply now Additional Questions × Close Sign up to continue Sign up/ Login with Google Sign up with Email OR Email Password First Name Last Name Sign up By signing up, you agree to our Terms and Conditions . Already registered? Login Sign up to continue Sign up/ Login with Google Sign up with Email OR Email Password First Name Last Name Sign up By signing up, you agree to our Terms and Conditions . Already registered? Login"
https://internshala.com/jobs/finance-jobs/?utm_source=is_menu_dropdown,369 Finance Jobs,Accounts Payble Executive Infozion Technologies LLP Actively hiring,Location,Salary,['Jobs by Skill'],Finance Jobs: Find 369 Finance Job Vacancies in India
https://internshala.com/internship/detail/administration-internship-in-ambala-at-eggoz1756822108,Administration - Internship,Administration Eggoz,Administration Internship in Ambala at Eggoz,"₹ 14,000 - 15,000 /month",['Jobs by Skill'],"About the internship Selected intern's day-to-day responsibilities include: 1. Assisting in managing day-to-day office operations, including maintaining records, handling correspondence, and organizing files. 2. Coordinating with internal teams (operations, logistics, sales) for smooth workflow. 3. Assisting in vendor management. 4. Supporting in organizing company events, meetings, and travel arrangements. 5. Performing other ad-hoc administrative duties as required. Skill(s) required MS-Excel MS-Office MS-PowerPoint Earn certifications in these skills Learn MS-Excel Learn Business Communication Who can apply Only those candidates can apply who: 1. are available for full time (in-office) internship 2. can start the internship between 2nd Sep'25 and 7th Oct'25 3. are available for duration of 6 months 4. are from Ambala only 5. have relevant skills and interests * Women wanting to start/restart their career can also apply. Other requirements 1. Graduate degree in any discipline. 2. Open to travel to poultry farms. Perks Certificate Letter of recommendation Number of openings 1 About Eggoz Website At Eggoz, we created an 'egg-verse' with our delicious frozen range. We wanted to make snacks nutritious, and we did so in the most delicious way. Before our frozen range we noticed snacks like momos, burgers, and crispy nuggets are often full of artificial preservatives and unhealthy ingredients. So, with innovation and creativity, we gave an egg remix to juicy anda bhurji momos, egg burger patties, and crispy egg nuggets. We believe this is the best way to ensure healthy snacking for both adults and kids. Apply now Additional Questions × Close Sign up to continue Sign up/ Login with Google Sign up with Email OR Email Password First Name Last Name Sign up By signing up, you agree to our Terms and Conditions . Already registered? Login Sign up to continue Sign up/ Login with Google Sign up with Email OR Email Password First Name Last Name Sign up By signing up, you agree to our Terms and Conditions . Already registered? Login"
https://internshala.com/internships/internship-in-pune,3094 Internships in Pune,Sales and Marketing Propbutlers Actively hiring,Location,Salary,['Jobs by Skill'],Internships in Pune: Top 3094 Paid Internships in Pune
https://internshala.com/jobs-by-designation/?utm_source=is_menu_dropdown,Browse Jobs,Jobs by Category,Search Jobs by Designation on Internshala,Search Jobs by Designation on Internshala,['Jobs by Skill'],Search Jobs by Designation on Internshala
https://internshala.com/internships/chemical-internship,45 Chemical Internships,"Food Processing, Process And Operations Niluva Naturals LLP Actively hiring",Location,Salary,['Jobs by Skill'],Chemical Engineering Internships: Find 45 Chemical Intern Jobs
https://internshala.com/jobs/jobs-in-bangalore?utm_source=is_footer,2666 Jobs in Bangalore,Field Sales Executive Juno Tourism LLP Actively hiring,Location,Salary,['Jobs by Skill'],"Jobs in Bengaluru: Find 2666 Job Vacancies in Bengaluru, 2025"
https://internshala.com/internships/digital-marketing-internship,3020 Digital Marketing Internships,Social Media Griebs Music Private Limited Actively hiring,Location,Salary,['Jobs by Skill'],Digital Marketing Internships: Find 3020 Digital Marketing Intern Jobs
https://internshala.com/jobs/hr-jobs/?utm_source=is_menu_dropdown,433 HR Jobs,Talent Associate Qrata Actively hiring,Location,Salary,['Jobs by Skill'],HR Jobs: 433 HR Job Openings and Vacancies in September 2025
https://internshala.com/jobs/data-analyst-jobs-in-delhi/,42 Data Analyst Jobs in Delhi,Data Analyst Decision Tree Analytics And Services Actively hiring,Location,Salary,['Jobs by Skill'],"42 Data Analyst Jobs in Delhi, Sep | Internshala"
https://trainings.internshala.com/?utm_source=is_web_internship_native_ad_2nd_card,Give the Best Start to your Career,Online Courses & Summer Training - Internshala Trainings,Online Courses & Summer Training - Internshala Trainings,Online Courses & Summer Training - Internshala Trainings,['Business Communication Skills'],Online Courses & Summer Training - Internshala Trainings
https://internshala.com/internships/data-analyst-internship-in-bangalore/,40 Data Analyst Internships in Bangalore,Business Analyst Myntra,Location,Salary,['Jobs by Skill'],Data Analyst Internships in Bangalore: Find 40 Best Data Analyst Intern Jobs in Bangalore
https://internshala.com/jobs/jobs-in-mumbai/work-from-home/,2952 Work From Home Jobs in Mumbai,Sales Specialist Pallavi R,Location,Salary,['Jobs by Skill'],Work From Home Jobs in Mumbai: 2952 Remote Jobs in Mumbai (2025)
https://internshala.com/jobs/jobs-in-bangalore/,2666 Jobs in Bangalore,Field Sales Executive Juno Tourism LLP Actively hiring,Location,Salary,['Jobs by Skill'],"Jobs in Bengaluru: Find 2666 Job Vacancies in Bengaluru, 2025"
https://internshala.com/internships/work-from-home-data-analyst-internships-in-delhi/,40 Data Analyst Work From Home Internships in Delhi,EdTech Customer Support And Operations TransWeb Global Incorporation,Location,Salary,['Jobs by Skill'],Top 40 Data Analyst Work From Home Internships in Delhi
https://internshala.com/internship/detail/business-analyst-internship-in-bangalore-at-myntra1753166576,Business Analyst - Internship,Business Analyst Myntra,Business Analyst Internship in Bangalore at Myntra,Competitive stipend,['Jobs by Skill'],"About the internship Selected intern's day-to-day responsibilities: 1. Extract, clean, and transform data from databases using SQL, Excel, and Python. 2. Conduct hands-on data operations using SQL, Excel (formulas, pivot tables), and Python with libraries such as Pandas, NumPy, and Matplotlib/Seaborn. 3. Create dashboards and reports in Excel and basic BI tools like Power BI or Tableau. 4. Perform routine ad-hoc analyses including cost vs. revenue trends, capacity planning, and ROI assessments. 5. Collaborate with cross-functional teams to gather business requirements and translate them into data-driven tasks. 6. Present insights clearly to managers and stakeholders to support decision-making. 7. Automate repetitive reporting tasks and develop reusable Python-based data pipelines. Skill(s) required Business Analysis Data Analysis Matplotlib MS-Excel NumPy Power BI Python Seaborn SQL Tableau Earn certifications in these skills Learn MS-Excel Learn Python Learn Statistical Modeling Learn MySQL Learn SQL Learn PostgreSQL Learn MS SQL Server Learn Power BI Who can apply Only those candidates can apply who: 1. are available for full time (in-office) internship 2. have relevant skills and interests Other requirements 1. Proficiency in SQL and advanced Excel functions (formulas, pivot tables, charts). 2. Strong Python skills with experience in data libraries such as Pandas, NumPy, and visualization tools like Matplotlib or Seaborn. 3. Familiarity with BI tools like Power BI or Tableau. 4. Analytical mindset with attention to detail and strong problem-solving ability. 5. Ability to communicate technical findings in a clear, concise manner. 6. Prior experience in handling reporting automation and business data analysis is preferred. Number of openings 1 Editor’s note Information above is Internshala's interpretation and paraphrasing of what we found on the shared link. About Myntra Website Myntra, founded in 2007 in Bangalore by Mukesh Bansal, Ashutosh Lawania, and Vineet Saxena, was acquired by Flipkart in 2014. In 2024, it reported revenue of about $615.7 million. Myntra is a leading Indian fashion and lifestyle e-commerce platform offering apparel, footwear, accessories, beauty products, and home d  cor through both marketplace sellers and in-house labels. It employs around 1,500 people and has launched new services like M-Now for quick commerce. The company has achieved EBITDA profitability for two consecutive quarters, cut return costs, and is expanding M-Now deliveries to major cities like Bengaluru, Mumbai, Delhi, and Pune. Apply now Additional Questions × Close Sign up to continue Sign up/ Login with Google Sign up with Email OR Email Password First Name Last Name Sign up By signing up, you agree to our Terms and Conditions . Already registered? Login Sign up to continue Sign up/ Login with Google Sign up with Email OR Email Password First Name Last Name Sign up By signing up, you agree to our Terms and Conditions . Already registered? Login"
https://internshala.com/internships/mba-internship,5629 MBA Internships,Database Building/Management Lions Clubs International Actively hiring,Location,Salary,['Jobs by Skill'],MBA Internships: Find 5629 MBA Intern Jobs
https://internshala.com/internships/work-from-home-data-analyst-internships-in-mumbai/,40 Data Analyst Work From Home Internships in Mumbai,EdTech Customer Support And Operations TransWeb Global Incorporation,Location,Salary,['Jobs by Skill'],Top 40 Data Analyst Work From Home Internships in Mumbai
